project,case_id,primitive,primitive_group,is_low_risk,n_fail,n_selfpure,n_upgrade_avoid,n_upgrade_neutralize,n_absent,n_excluded_missing_destination,n_total_instances,report_path
big_test2,36cf9e5,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/36cf9e5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,36cf9e5,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/36cf9e5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,36cf9e5,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/36cf9e5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,380acd1,CVW,CVW/AVW,1,2,0,0,0,0,4,2,/home/jpu007/ExpBridge/projects/my3/completed/380acd1/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,380acd1,AVW,CVW/AVW,1,11,0,0,2,0,18,13,/home/jpu007/ExpBridge/projects/my3/completed/380acd1/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,380acd1,CAW,CAW,0,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/my3/completed/380acd1/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,380acd1,OUW,OUW,0,10,0,0,0,0,0,10,/home/jpu007/ExpBridge/projects/my3/completed/380acd1/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,380acd1,AAW,AAW,0,0,15,0,0,0,0,15,/home/jpu007/ExpBridge/projects/my3/completed/380acd1/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,380acd1,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/my3/completed/380acd1/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,380acd1,IF,IF,0,0,1,0,1,0,0,2,/home/jpu007/ExpBridge/projects/my3/completed/380acd1/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,3a430af,CVW,CVW/AVW,1,0,0,0,0,1,2,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/3a430af/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,3a430af,AVW,CVW/AVW,1,4,0,0,0,0,10,4,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/3a430af/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,3a430af,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/3a430af/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,3a430af,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/3a430af/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,3a430af,AAW,AAW,0,0,5,0,0,0,0,5,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/3a430af/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,3a430af,CFH,CFH,0,0,2,0,0,0,0,2,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/3a430af/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,3a430af,IF,IF,0,0,2,0,0,0,0,2,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/3a430af/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,3c53ee4,CVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test3/completed/3c53ee4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,3c53ee4,AVW,CVW/AVW,1,3,0,0,0,0,2,3,/home/jpu007/ExpBridge/projects/big_test3/completed/3c53ee4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,3c53ee4,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/3c53ee4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,3c53ee4,OUW,OUW,0,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test3/completed/3c53ee4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,3c53ee4,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/big_test3/completed/3c53ee4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,3c53ee4,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test3/completed/3c53ee4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,3c53ee4,IF,IF,0,0,2,0,1,0,0,3,/home/jpu007/ExpBridge/projects/big_test3/completed/3c53ee4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4180ff9,CVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4/completed/4180ff9/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4180ff9,AVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4/completed/4180ff9/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4180ff9,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4180ff9/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4180ff9,OUW,OUW,0,5,0,0,0,0,0,5,/home/jpu007/ExpBridge/projects/big_test4/completed/4180ff9/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4180ff9,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4180ff9/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4180ff9,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4180ff9/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4180ff9,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4180ff9/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,481a3ff,CVW,CVW/AVW,1,0,0,0,0,1,6,0,/home/jpu007/ExpBridge/projects/big_test1/completed/481a3ff/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,481a3ff,AVW,CVW/AVW,1,1,0,0,0,0,4,1,/home/jpu007/ExpBridge/projects/big_test1/completed/481a3ff/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,481a3ff,CAW,CAW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/481a3ff/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,481a3ff,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/481a3ff/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,481a3ff,AAW,AAW,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/481a3ff/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,481a3ff,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/481a3ff/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,481a3ff,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/481a3ff/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4c0d0c4,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4c0d0c4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4c0d0c4,AVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4/completed/4c0d0c4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4c0d0c4,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4c0d0c4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4c0d0c4,OUW,OUW,0,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test4/completed/4c0d0c4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4c0d0c4,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4c0d0c4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4c0d0c4,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4/completed/4c0d0c4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4c0d0c4,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4c0d0c4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4e97561,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4e97561/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4e97561,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4e97561/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4e97561,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4e97561/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4e97561,OUW,OUW,0,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test4/completed/4e97561/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4e97561,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4e97561/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4e97561,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4e97561/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,4e97561,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/4e97561/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,520f870,CVW,CVW/AVW,1,1,0,0,0,0,15,1,/home/jpu007/ExpBridge/projects/big_test1/completed/520f870/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,520f870,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/520f870/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,520f870,CAW,CAW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/520f870/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,520f870,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/520f870/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,520f870,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/520f870/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,520f870,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/520f870/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,520f870,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/520f870/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,52bbc0a,CVW,CVW/AVW,1,1,0,0,0,0,5,1,/home/jpu007/ExpBridge/projects/my3/completed/52bbc0a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,52bbc0a,AVW,CVW/AVW,1,1,0,0,0,0,2,1,/home/jpu007/ExpBridge/projects/my3/completed/52bbc0a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,52bbc0a,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/my3/completed/52bbc0a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,52bbc0a,OUW,OUW,0,4,0,0,0,0,0,4,/home/jpu007/ExpBridge/projects/my3/completed/52bbc0a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,52bbc0a,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/my3/completed/52bbc0a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,52bbc0a,CFH,CFH,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/my3/completed/52bbc0a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
my3,52bbc0a,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/my3/completed/52bbc0a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,52da8b3,CVW,CVW/AVW,1,0,0,0,0,1,2,0,/home/jpu007/ExpBridge/projects/big_test4/completed/52da8b3/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,52da8b3,AVW,CVW/AVW,1,0,0,0,0,1,9,0,/home/jpu007/ExpBridge/projects/big_test4/completed/52da8b3/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,52da8b3,CAW,CAW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4/completed/52da8b3/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,52da8b3,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/52da8b3/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,52da8b3,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/52da8b3/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,52da8b3,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/52da8b3/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,52da8b3,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/52da8b3/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,541ce19,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/541ce19/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,541ce19,AVW,CVW/AVW,1,0,0,0,0,1,2,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/541ce19/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,541ce19,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/541ce19/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,541ce19,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/541ce19/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,541ce19,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/541ce19/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,541ce19,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/541ce19/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,541ce19,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/541ce19/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,55a499b,CVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test2/completed/55a499b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,55a499b,AVW,CVW/AVW,1,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test2/completed/55a499b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,55a499b,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/55a499b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,55a499b,OUW,OUW,0,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test2/completed/55a499b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,55a499b,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/big_test2/completed/55a499b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,55a499b,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test2/completed/55a499b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,55a499b,IF,IF,0,0,2,0,1,0,0,3,/home/jpu007/ExpBridge/projects/big_test2/completed/55a499b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,55cc592,CVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/55cc592/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,55cc592,AVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/55cc592/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,55cc592,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/55cc592/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,55cc592,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/55cc592/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,55cc592,AAW,AAW,0,0,2,0,0,0,0,2,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/55cc592/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,55cc592,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/55cc592/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,55cc592,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/55cc592/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,58c872f,CVW,CVW/AVW,1,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test3/completed/58c872f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,58c872f,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/58c872f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,58c872f,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/58c872f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,58c872f,OUW,OUW,0,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test3/completed/58c872f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,58c872f,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/58c872f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,58c872f,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/58c872f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,58c872f,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/58c872f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,5d34cc6,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/5d34cc6/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,5d34cc6,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/5d34cc6/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,5d34cc6,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/5d34cc6/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,5d34cc6,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/5d34cc6/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,5d34cc6,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/5d34cc6/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,5d34cc6,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/5d34cc6/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,5d34cc6,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/5d34cc6/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,60c837b,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/60c837b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,60c837b,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/60c837b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,60c837b,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/60c837b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,60c837b,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/60c837b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,60c837b,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/60c837b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,60c837b,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/60c837b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,60c837b,IF,IF,0,0,0,0,1,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/60c837b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,6123f04,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/6123f04/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,6123f04,AVW,CVW/AVW,1,2,0,0,2,0,0,4,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/6123f04/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,6123f04,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/6123f04/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,6123f04,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/6123f04/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,6123f04,AAW,AAW,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/6123f04/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,6123f04,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/6123f04/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,6123f04,IF,IF,0,0,3,0,1,0,0,4,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/6123f04/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6195888,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6195888/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6195888,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6195888/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6195888,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6195888/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6195888,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6195888/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6195888,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6195888/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6195888,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6195888/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6195888,IF,IF,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/6195888/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,61b1603,CVW,CVW/AVW,1,0,0,0,0,1,1,0,/home/jpu007/ExpBridge/projects/big_test1/completed/61b1603/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,61b1603,AVW,CVW/AVW,1,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test1/completed/61b1603/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,61b1603,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/61b1603/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,61b1603,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/61b1603/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,61b1603,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/big_test1/completed/61b1603/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,61b1603,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test1/completed/61b1603/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,61b1603,IF,IF,0,0,2,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test1/completed/61b1603/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,6491ea8,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/6491ea8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,6491ea8,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/6491ea8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,6491ea8,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/6491ea8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,6491ea8,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/6491ea8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,6491ea8,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/6491ea8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
