project,case_id,primitive,primitive_group,is_low_risk,n_fail,n_selfpure,n_upgrade_avoid,n_upgrade_neutralize,n_absent,n_excluded_missing_destination,n_total_instances,report_path
zhengchuancases0403,6491ea8,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/6491ea8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,6491ea8,IF,IF,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/6491ea8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,65c6b72,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/65c6b72/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,65c6b72,AVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/65c6b72/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,65c6b72,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/65c6b72/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,65c6b72,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/65c6b72/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,65c6b72,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/65c6b72/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,65c6b72,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/65c6b72/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,65c6b72,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/65c6b72/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,6cf5652,CVW,CVW/AVW,1,1,0,0,0,0,1,1,/home/jpu007/ExpBridge/projects/big_test2/completed/6cf5652/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,6cf5652,AVW,CVW/AVW,1,0,0,0,0,1,3,0,/home/jpu007/ExpBridge/projects/big_test2/completed/6cf5652/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,6cf5652,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/6cf5652/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,6cf5652,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test2/completed/6cf5652/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,6cf5652,AAW,AAW,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test2/completed/6cf5652/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,6cf5652,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test2/completed/6cf5652/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,6cf5652,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/6cf5652/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,6dc9ae7,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/6dc9ae7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,6dc9ae7,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/6dc9ae7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,6dc9ae7,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/6dc9ae7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,6dc9ae7,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test3/completed/6dc9ae7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,6dc9ae7,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/6dc9ae7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,6dc9ae7,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/6dc9ae7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,6dc9ae7,IF,IF,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test3/completed/6dc9ae7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6eaef71,CVW,CVW/AVW,1,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test1/completed/6eaef71/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6eaef71,AVW,CVW/AVW,1,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test1/completed/6eaef71/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6eaef71,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6eaef71/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6eaef71,OUW,OUW,0,15,0,0,0,0,0,15,/home/jpu007/ExpBridge/projects/big_test1/completed/6eaef71/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6eaef71,AAW,AAW,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test1/completed/6eaef71/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6eaef71,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test1/completed/6eaef71/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,6eaef71,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/6eaef71/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4-wheezy,707d98c,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4-wheezy/completed/707d98c/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4-wheezy,707d98c,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4-wheezy/completed/707d98c/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4-wheezy,707d98c,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4-wheezy/completed/707d98c/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4-wheezy,707d98c,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4-wheezy/completed/707d98c/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4-wheezy,707d98c,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4-wheezy/completed/707d98c/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4-wheezy,707d98c,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4-wheezy/completed/707d98c/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4-wheezy,707d98c,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4-wheezy/completed/707d98c/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,709e4c8,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/709e4c8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,709e4c8,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/709e4c8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,709e4c8,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/709e4c8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,709e4c8,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test2/completed/709e4c8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,709e4c8,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/709e4c8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,709e4c8,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test2/completed/709e4c8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,709e4c8,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/709e4c8/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,71d74a5,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/71d74a5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,71d74a5,AVW,CVW/AVW,1,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test2/completed/71d74a5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,71d74a5,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test2/completed/71d74a5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,71d74a5,OUW,OUW,0,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test2/completed/71d74a5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,71d74a5,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/big_test2/completed/71d74a5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,71d74a5,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test2/completed/71d74a5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test2,71d74a5,IF,IF,0,1,1,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test2/completed/71d74a5/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,73c586d,CVW,CVW/AVW,1,0,0,0,0,1,4,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/73c586d/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,73c586d,AVW,CVW/AVW,1,1,0,0,0,0,3,1,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/73c586d/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,73c586d,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/73c586d/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,73c586d,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/73c586d/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,73c586d,AAW,AAW,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/73c586d/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,73c586d,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/73c586d/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,73c586d,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/73c586d/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7b6206f,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7b6206f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7b6206f,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7b6206f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7b6206f,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7b6206f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7b6206f,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7b6206f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7b6206f,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7b6206f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7b6206f,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7b6206f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7b6206f,IF,IF,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7b6206f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,7dd7f2f,CVW,CVW/AVW,1,2,0,0,0,0,1,2,/home/jpu007/ExpBridge/projects/big_test3/completed/7dd7f2f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,7dd7f2f,AVW,CVW/AVW,1,5,0,0,0,0,2,5,/home/jpu007/ExpBridge/projects/big_test3/completed/7dd7f2f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,7dd7f2f,CAW,CAW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test3/completed/7dd7f2f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,7dd7f2f,OUW,OUW,0,7,0,0,0,0,0,7,/home/jpu007/ExpBridge/projects/big_test3/completed/7dd7f2f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,7dd7f2f,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/big_test3/completed/7dd7f2f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,7dd7f2f,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test3/completed/7dd7f2f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,7dd7f2f,IF,IF,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test3/completed/7dd7f2f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7e9494b,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7e9494b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7e9494b,AVW,CVW/AVW,1,1,0,0,0,0,2,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7e9494b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7e9494b,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7e9494b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7e9494b,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7e9494b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7e9494b,AAW,AAW,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7e9494b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7e9494b,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7e9494b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,7e9494b,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/7e9494b/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,81e96e4,CVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4/completed/81e96e4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,81e96e4,AVW,CVW/AVW,1,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test4/completed/81e96e4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,81e96e4,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/81e96e4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,81e96e4,OUW,OUW,0,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test4/completed/81e96e4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,81e96e4,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/big_test4/completed/81e96e4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,81e96e4,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/big_test4/completed/81e96e4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,81e96e4,IF,IF,0,0,2,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test4/completed/81e96e4/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-6,8811381,CVW,CVW/AVW,1,0,0,0,0,1,10,0,/home/jpu007/ExpBridge/projects/new_bugs-6/completed/8811381/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-6,8811381,AVW,CVW/AVW,1,1,0,0,0,0,6,1,/home/jpu007/ExpBridge/projects/new_bugs-6/completed/8811381/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-6,8811381,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-6/completed/8811381/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-6,8811381,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/new_bugs-6/completed/8811381/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-6,8811381,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-6/completed/8811381/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-6,8811381,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-6/completed/8811381/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-6,8811381,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-6/completed/8811381/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,8993c0f,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/8993c0f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,8993c0f,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/8993c0f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,8993c0f,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/8993c0f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,8993c0f,OUW,OUW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test3/completed/8993c0f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,8993c0f,AAW,AAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/8993c0f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,8993c0f,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/8993c0f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test3,8993c0f,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test3/completed/8993c0f/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,8aedc9a,CVW,CVW/AVW,1,3,0,0,0,0,8,3,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/8aedc9a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,8aedc9a,AVW,CVW/AVW,1,9,0,0,0,0,9,9,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/8aedc9a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,8aedc9a,CAW,CAW,0,4,0,0,0,0,0,4,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/8aedc9a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,8aedc9a,OUW,OUW,0,5,0,0,0,0,0,5,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/8aedc9a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,8aedc9a,AAW,AAW,0,0,8,0,0,0,0,8,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/8aedc9a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,8aedc9a,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/8aedc9a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-1-2,8aedc9a,IF,IF,0,0,1,0,1,0,0,2,/home/jpu007/ExpBridge/projects/new_bugs-1-2/completed/8aedc9a/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,904e7cd,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/904e7cd/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,904e7cd,AVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/904e7cd/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,904e7cd,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/904e7cd/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,904e7cd,OUW,OUW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test4/completed/904e7cd/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,904e7cd,AAW,AAW,0,0,2,0,0,0,0,2,/home/jpu007/ExpBridge/projects/big_test4/completed/904e7cd/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,904e7cd,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test4/completed/904e7cd/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test4,904e7cd,IF,IF,0,2,3,0,0,0,0,5,/home/jpu007/ExpBridge/projects/big_test4/completed/904e7cd/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-5,91cf8da,CVW,CVW/AVW,1,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/new_bugs-5/completed/91cf8da/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-5,91cf8da,AVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/new_bugs-5/completed/91cf8da/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-5,91cf8da,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-5/completed/91cf8da/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-5,91cf8da,OUW,OUW,0,3,0,0,0,0,0,3,/home/jpu007/ExpBridge/projects/new_bugs-5/completed/91cf8da/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-5,91cf8da,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/new_bugs-5/completed/91cf8da/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-5,91cf8da,CFH,CFH,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-5/completed/91cf8da/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
new_bugs-5,91cf8da,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/new_bugs-5/completed/91cf8da/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,96414aa,CVW,CVW/AVW,1,2,0,0,0,0,1,2,/home/jpu007/ExpBridge/projects/big_test1/completed/96414aa/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,96414aa,AVW,CVW/AVW,1,5,0,0,0,0,2,5,/home/jpu007/ExpBridge/projects/big_test1/completed/96414aa/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,96414aa,CAW,CAW,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/96414aa/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,96414aa,OUW,OUW,0,7,0,0,0,0,0,7,/home/jpu007/ExpBridge/projects/big_test1/completed/96414aa/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,96414aa,AAW,AAW,0,0,4,0,0,0,0,4,/home/jpu007/ExpBridge/projects/big_test1/completed/96414aa/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,96414aa,CFH,CFH,0,0,1,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/96414aa/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,96414aa,IF,IF,0,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/96414aa/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,98228e7,CVW,CVW/AVW,1,1,0,0,0,0,2,1,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/98228e7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,98228e7,AVW,CVW/AVW,1,7,0,0,0,0,14,7,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/98228e7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,98228e7,CAW,CAW,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/98228e7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,98228e7,OUW,OUW,0,2,0,0,0,0,0,2,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/98228e7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,98228e7,AAW,AAW,0,0,9,0,0,0,0,9,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/98228e7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,98228e7,CFH,CFH,0,0,3,0,0,0,0,3,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/98228e7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
zhengchuancases0403,98228e7,IF,IF,0,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/zhengchuancases0403/completed/98228e7/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,998c483,CVW,CVW/AVW,1,0,0,0,0,1,0,0,/home/jpu007/ExpBridge/projects/big_test1/completed/998c483/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
big_test1,998c483,AVW,CVW/AVW,1,1,0,0,0,0,0,1,/home/jpu007/ExpBridge/projects/big_test1/completed/998c483/PathAnalysisPrimitiveAware/Report_PathAnalysis.json
